INCIDENT_ID;DATE;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;X_13;X_14;X_15;MULTIPLE_OFFENSE
CR_94417;13/3/2003;0;33;32;2;1;8;3;0;5;1;174;0;112;29;43;1
CR_23784;6/5/1994;0;45;45;10;3;1;0;1;6;1;249;1;103;62;34;1
CR_132296;12/10/2008;0;35;30;3;5;1;0;0;5;1;174;0;72;29;43;1
CR_38433;8/10/1996;0;36;34;2;1;7;1;0;5;2;249;2;92;29;34;1
CR_41097;1/5/1997;1;3;2;3;5;15;10;1;6;1;316;1;54;103;34;1
CR_159233;2/5/2012;1;37;37;0;0;11;17;1;6;1;249;1;72;115;34;1
CR_4027;31/5/1991;0;40;40;2;1;3;5;1;2;1;316;1;92;142;34;1
CR_64550;1/10/2000;0;3;2;3;5;1;0;2;6;1;0;1;72;0;34;1
CR_109253;19/12/2005;0;33;32;2;1;4;2;0;5;1;174;0;92;93;43;1
CR_145857;8/9/2010;0;36;34;2;1;8;3;3;3;2;174;0;92;93;0;1
CR_196445;12/9/2018;0;36;34;2;1;1;0;1;5;1;174;;92;93;43;1
CR_79465;12/2/2001;0;36;34;2;1;1;0;10;6;1;249;1;92;29;34;1
CR_49332;16/7/1998;0;4;4;6;5;6;4;1;6;1;316;1;98;62;34;1
CR_132736;2/2/2008;0;36;34;2;1;1;0;0;5;1;174;0;103;119;43;1
CR_55115;29/12/1998;0;37;37;0;0;6;4;1;6;1;174;1;109;29;34;1
CR_53643;8/8/1998;0;33;32;2;1;7;1;0;5;3;249;3;92;29;34;1
CR_49149;18/3/1998;0;4;4;6;5;7;1;2;6;1;249;1;103;130;34;1
CR_16568;17/8/1993;0;37;37;0;0;2;7;3;6;1;316;1;92;29;34;1
CR_142446;8/6/2010;1;4;4;6;5;15;10;0;5;2;249;2;103;93;34;1
CR_71613;10/10/2000;1;45;45;10;3;15;10;0;5;1;174;1;98;103;34;1
CR_191967;10/8/2018;0;4;4;6;5;7;1;1;6;1;0;1;67;29;34;1
CR_198250;28/8/2018;1;49;49;6;5;15;10;1;6;3;268;2;72;29;39;0
CR_27770;19/1/1995;1;22;22;7;3;15;10;1;6;1;0;1;103;29;34;1
CR_142908;2/5/2010;0;4;4;6;5;7;1;3;3;1;249;1;12;29;34;1
CR_184049;27/9/2016;0;49;49;6;5;7;1;3;6;1;316;1;98;142;34;1
CR_182031;12/4/2016;0;33;32;2;1;4;2;1;6;1;249;1;72;93;34;1
CR_125825;19/7/2007;0;42;42;7;3;8;3;1;6;1;316;1;12;80;34;1
CR_69807;24/4/2000;0;33;32;2;1;5;6;0;5;1;249;1;72;29;34;1
CR_148048;4/5/2010;0;50;51;0;0;2;7;4;2;1;303;1;72;142;34;1
CR_144805;20/5/2010;1;25;25;9;0;16;12;1;5;1;174;0;92;133;43;1
CR_163778;25/10/2013;0;25;25;9;0;3;5;1;2;1;0;1;72;142;34;1
CR_89027;24/6/2002;1;47;48;7;3;15;10;0;5;1;174;0;18;24;0;1
CR_177036;4/4/2015;0;39;39;6;5;8;3;0;5;1;174;0;18;29;46;1
CR_161132;25/8/2013;0;4;4;6;5;3;5;1;2;2;316;2;72;77;34;1
CR_43943;11/8/1997;0;18;18;9;0;3;5;0;5;1;174;0;103;119;48;1
CR_192155;12/2/2018;0;4;4;6;5;1;0;1;2;1;0;1;98;62;34;1
CR_122296;17/5/2007;7;21;23;4;1;9;8;2;6;2;0;2;59;62;34;1
CR_175270;20/10/2015;0;25;25;9;0;3;5;1;2;1;0;1;72;142;34;1
CR_183922;5/8/2016;0;47;48;7;3;8;3;0;5;1;325;0;92;138;23;1
CR_156534;21/1/2012;0;21;23;4;1;6;4;1;6;1;0;1;103;29;34;1
CR_52929;29/9/1998;0;24;24;0;0;7;1;1;5;1;174;0;24;53;46;1
CR_31305;24/7/1995;1;42;42;7;3;15;10;1;6;2;0;2;72;29;34;1
CR_45807;20/2/1997;0;33;32;2;1;8;3;0;5;1;174;0;103;14;43;1
CR_48515;20/2/1997;0;47;48;7;3;8;3;2;2;1;316;1;72;142;34;1
CR_52214;1/5/1998;0;21;23;4;1;2;7;1;6;1;0;1;72;80;34;1
CR_100620;9/12/2004;0;24;24;0;0;4;2;1;6;1;174;0;59;87;0;1
CR_2718;7/11/1991;0;36;34;2;1;1;0;1;6;1;249;1;92;29;34;1
CR_3567;18/8/1991;0;39;39;6;5;4;2;1;6;1;316;1;72;103;34;1
CR_31426;7/4/1995;0;45;45;10;3;7;1;1;6;1;249;1;112;29;34;1
CR_5967;17/3/1992;0;21;23;4;1;8;3;5;6;1;249;1;92;14;34;1
CR_105041;20/6/2005;1;4;4;6;5;15;10;4;6;1;0;1;72;29;34;1
CR_122341;21/12/2007;0;21;23;4;1;2;7;0;5;3;316;3;112;142;34;1
CR_164414;12/3/2013;0;33;32;2;1;7;1;0;5;1;249;1;34;14;34;1
CR_110435;6/3/2005;0;37;37;0;0;4;2;1;6;1;316;0;72;14;34;1
CR_171059;20/6/2014;0;37;37;0;0;3;5;3;2;2;303;2;72;142;34;1
CR_3838;21/4/1991;0;40;40;2;1;7;1;1;6;2;179;1;92;29;34;0
CR_126491;30/5/2007;1;47;48;7;3;15;10;1;5;1;174;1;103;29;34;1
CR_150145;17/9/2011;1;17;16;0;0;15;10;1;5;1;316;1;12;62;34;1
CR_190543;13/2/2017;0;44;44;1;3;4;2;1;2;1;316;1;72;142;34;1
CR_137951;24/9/2009;0;24;24;0;0;6;4;1;6;1;0;1;72;29;34;1
CR_135727;23/7/2009;0;4;4;6;5;1;0;1;6;1;0;1;72;29;34;1
CR_172871;1/4/2015;0;4;4;6;5;5;6;1;2;1;0;1;72;107;34;1
CR_91706;24/8/2003;5;8;7;7;3;18;13;0;5;2;174;0;98;87;0;1
CR_121362;3/4/2007;0;6;6;4;1;4;2;3;6;3;102;3;72;130;34;1
CR_173734;9/11/2015;7;6;6;4;1;9;8;0;5;2;179;1;110;29;9;0
CR_102493;9/4/2004;0;36;34;2;1;1;0;1;6;1;174;0;92;87;43;1
CR_34265;20/5/1996;7;4;4;6;5;9;8;2;3;2;43;1;72;29;34;0
CR_131654;30/1/2008;0;33;32;2;1;6;4;1;2;1;249;1;112;62;34;1
CR_172203;30/7/2014;1;49;49;6;5;16;12;0;5;1;249;1;103;115;34;1
CR_19891;6/11/1994;0;16;15;0;0;1;0;3;6;2;174;2;72;29;34;1
CR_165443;28/2/2013;0;37;37;0;0;6;4;1;6;4;249;4;103;29;34;1
CR_58093;10/10/1999;1;4;4;6;5;15;10;1;6;1;316;1;103;62;34;1
CR_194697;15/9/2018;0;24;24;0;0;8;3;1;2;2;316;2;103;142;34;1
CR_80714;22/12/2001;0;44;44;1;3;7;1;1;6;1;0;0;103;29;34;1
CR_20875;26/10/1994;0;33;32;2;1;8;3;0;5;1;249;1;103;14;34;1
CR_164202;3/9/2013;0;31;36;9;0;6;4;1;6;1;0;1;112;0;34;1
CR_85817;30/9/2002;0;24;24;0;0;6;4;1;6;1;249;0;2;29;34;1
CR_51025;4/11/1998;0;6;6;4;1;8;3;0;5;2;179;1;103;93;39;0
CR_160977;15/7/2013;0;3;2;3;5;1;0;1;6;2;0;2;92;29;34;1
CR_94318;3/8/2003;0;33;32;2;1;7;1;1;0;1;249;1;72;29;34;1
CR_34294;14/5/1996;0;4;4;6;5;5;6;2;6;1;249;1;112;14;34;1
CR_21385;28/7/1994;0;33;32;2;1;6;4;0;5;1;174;0;103;93;43;1
CR_160352;18/8/2012;1;47;48;7;3;16;12;0;5;1;174;0;72;29;23;1
CR_35430;3/9/1996;0;16;15;0;0;1;0;0;5;1;174;0;112;142;23;1
CR_145397;25/4/2010;0;33;32;2;1;6;4;0;5;1;249;1;103;29;34;1
CR_160684;11/5/2012;0;49;49;6;5;2;7;0;5;1;74;0;112;0;43;1
CR_81941;11/2/2001;0;49;49;6;5;4;2;1;6;1;249;1;34;62;34;1
CR_74241;17/5/2001;0;4;4;6;5;4;2;3;6;1;316;1;84;29;34;1
CR_196027;6/12/2018;0;33;32;2;1;6;4;0;5;1;249;1;48;142;34;1
CR_169023;28/2/2014;0;21;23;4;1;2;7;1;6;1;249;1;92;103;34;1
CR_140622;12/9/2009;1;42;42;7;3;12;16;1;5;1;74;1;103;142;34;1
CR_68504;1/7/2000;0;24;24;0;0;6;4;1;6;1;0;1;103;62;34;1
CR_117128;2/5/2006;0;35;30;3;5;4;2;1;6;1;0;1;98;80;34;1
CR_129301;4/5/2008;1;9;10;7;3;15;10;1;5;1;174;0;18;93;46;1
CR_21047;3/10/1994;0;33;32;2;1;6;4;1;2;1;316;1;112;29;34;1
CR_116045;16/7/2006;0;29;29;9;0;6;4;1;6;1;316;1;92;29;34;1
CR_168526;24/10/2014;1;18;18;9;0;13;18;2;3;1;0;1;87;29;34;1
CR_52496;7/10/1998;0;22;22;7;3;2;7;0;5;1;174;0;98;142;48;1
CR_188426;26/9/2017;0;27;26;1;3;7;1;0;5;1;169;1;48;136;34;1
CR_94159;16/2/2003;5;33;32;2;1;16;12;0;5;1;174;0;112;29;43;1
CR_44866;25/5/1997;0;24;24;0;0;8;3;1;2;1;316;1;103;62;34;1
CR_68620;18/7/2000;1;24;24;0;0;16;12;1;6;1;316;1;87;29;34;1
CR_121789;14/7/2007;0;16;15;0;0;5;6;0;5;1;174;0;112;29;43;1
CR_139695;30/8/2009;0;36;34;2;1;1;0;1;5;1;0;1;92;80;34;1
CR_84855;16/7/2002;0;17;16;0;0;5;6;1;6;1;249;1;109;29;34;1
CR_191690;13/6/2017;7;52;52;3;5;9;8;3;3;20;249;20;72;0;34;1
CR_162863;13/7/2013;0;19;19;1;3;2;7;1;2;2;316;2;72;142;34;1
CR_169523;6/5/2014;0;25;25;9;0;3;5;1;6;1;249;1;109;62;34;1
CR_183132;12/10/2016;0;37;37;0;0;2;7;1;5;1;74;1;109;0;34;1
CR_156167;17/8/2012;0;16;15;0;0;8;3;0;5;1;174;0;24;62;0;1
CR_143361;29/8/2010;0;9;10;7;3;6;4;1;6;2;0;2;42;119;34;1
CR_36597;27/3/1996;0;24;24;0;0;8;3;1;2;1;325;1;103;29;34;1
CR_78500;28/9/2001;5;33;32;2;1;16;12;0;5;1;174;0;72;29;48;1
CR_77715;23/4/2001;0;24;24;0;0;5;6;0;5;1;0;0;72;29;34;1
CR_21715;12/5/1994;0;36;34;2;1;4;2;1;6;1;249;1;92;29;34;1
CR_7810;3/10/1992;0;33;32;2;1;7;1;1;6;1;316;1;72;29;34;1
CR_179918;11/9/2016;0;14;17;9;0;7;1;1;6;1;0;1;72;29;34;1
CR_36035;14/1/1996;0;21;23;4;1;7;1;0;5;1;174;1;116;93;34;1
CR_94252;7/7/2003;0;33;32;2;1;5;6;0;5;1;174;0;103;29;43;1
CR_36537;6/9/1996;0;24;24;0;0;5;6;1;5;1;310;1;103;29;34;1
CR_74402;2/10/2001;1;4;4;6;5;15;10;0;5;1;249;1;112;29;34;1
CR_126190;29/7/2007;0;45;45;10;3;4;2;0;5;1;174;0;18;29;46;1
CR_113668;12/6/2006;0;6;6;4;1;6;4;1;6;2;249;2;109;107;34;1
CR_185224;6/12/2017;0;4;4;6;5;1;0;1;6;1;249;1;103;29;34;1
CR_36990;23/5/1996;0;24;24;0;0;5;6;4;5;2;306;1;72;142;34;0
CR_109722;25/4/2005;0;33;32;2;1;4;2;0;5;1;174;0;92;93;43;1
CR_84328;29/3/2002;0;9;10;7;3;6;4;1;6;1;249;1;103;130;34;1
CR_51102;1/10/1998;1;9;10;7;3;15;10;1;2;1;249;1;103;142;34;1
CR_131509;9/1/2008;0;33;32;2;1;6;4;1;6;1;249;1;92;29;34;1
CR_21025;31/12/1994;0;33;32;2;1;9;8;0;5;1;174;0;92;142;43;1
CR_23441;26/6/1994;0;42;42;7;3;7;1;1;2;2;71;2;72;142;34;0
CR_76015;26/5/2001;0;16;15;0;0;4;2;2;6;1;174;1;103;93;34;1
CR_126050;9/11/2007;1;44;44;1;3;15;10;0;5;1;174;1;103;29;34;1
CR_150126;21/9/2011;0;16;15;0;0;4;2;2;6;1;0;1;103;29;34;1
CR_139576;13/9/2009;0;36;34;2;1;1;0;0;5;1;174;1;103;93;36;0
CR_88089;3/6/2002;0;37;37;0;0;2;7;1;2;1;316;1;109;142;34;1
CR_8953;28/1/1992;0;36;34;2;1;1;0;0;5;1;174;0;103;93;43;1
CR_153011;24/5/2011;0;37;37;0;0;4;2;0;5;1;174;1;97;29;34;1
CR_190831;8/8/2017;0;46;46;3;5;4;2;1;6;1;316;1;18;80;34;1
CR_88652;21/1/2002;1;45;45;10;3;16;12;3;6;1;316;1;87;29;34;1
CR_193275;21/6/2018;0;7;8;7;3;2;7;1;2;1;249;1;72;80;34;1
CR_143451;4/10/2010;0;9;10;7;3;8;3;1;6;1;249;1;92;107;34;1
CR_56355;2/7/1998;0;49;49;6;5;7;1;3;6;2;174;2;103;62;34;1
CR_39375;5/3/1996;7;37;37;0;0;9;8;0;5;1;249;1;112;29;34;1
CR_135852;4/6/2009;0;4;4;6;5;6;4;0;5;1;174;0;18;87;46;1
CR_37270;19/9/1996;1;25;25;9;0;16;12;1;6;1;249;1;112;29;34;1
CR_97901;5/3/2004;0;4;4;6;5;5;6;1;6;1;174;1;72;80;34;1
CR_17321;24/12/1993;0;40;40;2;1;3;5;2;3;2;306;1;72;142;21;0
CR_30845;12/6/1995;0;39;39;6;5;4;2;0;5;1;249;1;24;103;34;1
CR_144060;2/7/2010;0;21;23;4;1;5;6;0;5;3;174;3;98;29;34;1
CR_26304;10/6/1995;0;4;4;6;5;4;2;1;6;1;249;1;103;80;34;1
CR_132814;6/3/2008;1;36;34;2;1;15;10;0;5;1;174;0;92;29;0;1
CR_186369;6/3/2017;1;9;10;7;3;15;10;1;6;1;249;1;92;29;34;1
CR_82738;17/2/2002;0;4;4;6;5;1;0;1;6;1;174;1;103;62;34;1
CR_80809;11/2/2001;0;44;44;1;3;9;8;1;6;2;205;0;103;103;34;0
CR_35590;19/2/1996;7;19;19;1;3;9;8;3;5;1;0;1;72;107;34;1
CR_136611;10/8/2009;0;6;6;4;1;5;6;1;6;1;249;1;103;29;34;1
CR_116978;12/7/2006;5;33;32;2;1;16;12;0;5;1;249;1;98;29;34;1
CR_81259;28/3/2001;0;45;45;10;3;1;0;1;5;1;316;1;103;107;34;1
CR_90492;17/7/2003;0;4;4;6;5;1;0;1;5;1;174;1;98;93;34;1
CR_16153;29/4/1993;0;36;34;2;1;1;0;0;2;1;249;1;92;142;34;1
CR_152936;30/6/2011;0;37;37;0;0;7;1;0;5;1;174;1;103;142;34;1
CR_155845;1/7/2012;0;7;8;7;3;2;7;2;2;1;316;1;72;62;34;1
CR_14473;3/4/1993;0;33;32;2;1;7;1;0;5;2;303;2;92;142;34;1
CR_34750;5/12/1996;7;8;7;7;3;9;8;0;5;1;174;0;112;29;23;1
CR_180601;8/12/2016;0;21;23;4;1;5;6;1;6;1;316;1;103;80;34;1
CR_93188;1/3/2003;1;24;24;0;0;16;12;1;6;1;316;0;103;24;34;1
CR_145294;23/12/2010;0;33;32;2;1;7;1;0;5;1;249;1;103;62;34;1
CR_2269;30/8/1991;0;33;32;2;1;9;8;1;6;1;316;1;92;29;34;1
CR_24219;2/5/1994;0;49;49;6;5;8;3;3;0;3;0;3;72;14;34;1
CR_160163;20/11/2012;0;45;45;10;3;5;6;0;5;1;174;0;92;53;0;1
CR_36173;22/6/1996;1;22;22;7;3;15;10;2;2;2;0;2;72;142;34;1
CR_38548;22/2/1996;1;36;34;2;1;15;10;0;5;1;174;0;103;29;43;1
CR_132366;30/4/2008;0;36;34;2;1;5;6;1;2;1;316;1;103;142;34;1
CR_43153;31/8/1997;0;6;6;4;1;7;1;0;5;1;174;0;24;93;48;1
CR_108729;20/8/2005;0;26;27;9;0;7;1;2;6;1;316;1;12;29;34;1
CR_28348;27/7/1995;3;24;24;0;0;9;8;1;6;1;0;1;72;29;34;1
CR_32649;18/11/1996;0;4;4;6;5;5;6;0;5;1;249;1;112;130;34;1
CR_86499;16/7/2002;0;30;35;7;3;2;7;1;6;1;290;0;18;133;46;1
CR_11537;23/5/1993;0;4;4;6;5;2;7;1;2;1;0;1;72;62;34;1
CR_131910;26/10/2008;0;33;32;2;1;5;6;1;6;1;249;1;92;29;34;1
CR_44194;27/2/1997;7;21;23;4;1;9;8;0;5;1;249;1;112;62;34;1
CR_116180;22/3/2006;0;30;35;7;3;7;1;0;5;1;174;0;112;119;43;1
CR_19187;31/5/1994;1;5;5;3;5;13;18;0;5;1;174;1;103;142;34;1
CR_43950;11/11/1997;0;18;18;9;0;3;5;1;6;2;249;2;92;142;34;1
CR_53746;10/11/1998;0;33;32;2;1;7;1;0;5;1;174;0;112;119;43;1
CR_84049;14/9/2002;7;5;5;3;5;9;8;3;5;1;249;0;112;93;34;1
CR_2036;24/7/1991;0;33;32;2;1;6;4;1;6;2;249;2;112;29;34;1
CR_130311;8/8/2008;1;23;21;4;1;11;17;0;5;1;174;1;103;62;34;1
CR_165582;17/7/2013;0;37;37;0;0;2;7;1;5;1;249;1;34;62;34;1
CR_138295;25/1/2009;0;25;25;9;0;3;5;1;5;1;316;1;18;87;34;1
CR_156908;26/8/2012;0;24;24;0;0;8;3;1;6;2;43;2;97;29;34;0
CR_191475;26/7/2017;0;49;49;6;5;2;7;2;3;3;263;3;72;140;34;0
CR_20160;24/2/1994;7;22;22;7;3;9;8;0;5;1;174;0;112;29;23;1
CR_74814;21/3/2001;0;4;4;6;5;5;6;1;6;1;174;0;18;138;46;1
CR_180007;27/6/2016;0;16;15;0;0;8;3;0;5;1;174;1;103;107;34;1
CR_23246;13/7/1994;0;40;40;2;1;1;0;1;6;1;249;1;72;119;34;1
CR_48255;25/5/1997;0;45;45;10;3;2;7;1;6;1;316;1;103;62;34;1
CR_82578;15/4/2002;0;4;4;6;5;6;4;0;5;1;174;0;59;93;23;1
CR_162316;4/8/2013;0;9;10;7;3;5;6;1;6;1;249;1;103;29;34;1
CR_156399;12/7/2012;0;19;19;1;3;3;5;1;6;1;174;1;103;29;34;1
CR_1902;18/10/1991;0;33;32;2;1;5;6;0;5;1;174;0;18;93;46;1
CR_69861;10/7/2000;0;35;30;3;5;1;0;2;6;2;179;1;72;29;34;0
CR_148201;13/2/2011;1;2;3;10;3;16;12;2;3;1;174;1;103;142;34;1
CR_159542;19/2/2012;0;39;39;6;5;8;3;2;6;1;325;1;103;142;34;1
CR_71057;9/12/2000;0;40;40;2;1;1;0;3;6;1;303;1;72;29;34;1
CR_97546;28/10/2004;0;4;4;6;5;4;2;0;5;1;174;1;98;130;34;1
CR_133976;27/9/2008;0;44;44;1;3;8;3;1;5;1;127;1;116;107;34;1
CR_307;27/10/1991;0;11;11;7;3;3;5;4;6;1;0;1;72;62;34;1
CR_41822;5/7/1997;0;4;4;6;5;1;0;2;6;2;249;2;72;93;34;1
CR_147755;7/12/2010;0;49;49;6;5;6;4;0;5;1;174;0;92;29;23;1
CR_45539;19/7/1997;0;26;27;9;0;4;2;0;5;1;174;1;103;14;34;1
CR_167610;14/6/2014;0;4;4;6;5;6;4;1;6;2;200;1;72;107;34;0
CR_41810;22/6/1997;0;4;4;6;5;1;0;1;2;1;0;1;72;119;34;1
CR_67819;6/7/2000;0;21;23;4;1;6;4;1;6;1;249;1;92;62;34;1
CR_167295;7/2/2014;0;4;4;6;5;6;4;0;5;1;174;0;111;107;23;1
CR_170146;20/8/2014;0;33;32;2;1;8;3;1;6;1;316;1;92;29;34;1
CR_160590;30/9/2012;1;49;49;6;5;15;10;0;5;1;127;0;92;138;46;1
CR_35373;12/6/1996;0;16;15;0;0;1;0;2;6;1;0;1;72;29;34;1
CR_38508;8/8/1996;1;36;34;2;1;15;10;0;5;1;249;1;92;29;34;1
CR_166462;12/10/2013;0;49;49;6;5;6;4;1;6;3;179;3;72;80;34;0
CR_111685;10/10/2005;1;49;49;6;5;15;10;2;6;1;174;0;112;29;43;1
CR_197332;14/10/2018;0;44;44;1;3;6;4;1;6;1;249;1;103;29;34;1
CR_49409;22/8/1998;0;4;4;6;5;3;5;0;5;4;174;4;103;62;34;1
CR_145110;2/10/2010;1;30;35;7;3;16;12;1;6;1;249;1;112;62;34;1
CR_182274;4/3/2016;0;36;34;2;1;1;0;1;5;1;174;0;92;93;43;1
CR_68553;7/6/2000;1;24;24;0;0;12;16;0;5;1;74;1;103;142;34;1
CR_176640;8/10/2015;0;37;37;0;0;6;4;0;5;1;174;0;111;29;0;1
CR_136351;16/3/2009;0;5;5;3;5;6;4;1;6;1;249;1;103;29;34;1
CR_99411;15/11/2004;0;16;15;0;0;4;2;1;6;1;249;1;98;29;34;1
CR_130429;15/4/2008;0;24;24;0;0;4;2;1;2;1;249;1;72;77;34;1
CR_108710;15/10/2005;0;26;27;9;0;4;2;0;5;1;174;1;103;29;34;1
CR_120405;19/8/2007;0;4;4;6;5;4;2;1;2;1;0;1;42;130;34;1
CR_21637;9/12/1994;0;33;32;2;1;5;6;0;5;1;174;0;112;93;43;1
CR_20542;22/11/1994;0;24;24;0;0;6;4;0;5;1;249;1;54;93;34;1
CR_85846;24/5/2002;0;24;24;0;0;4;2;1;2;1;325;0;34;87;0;1
CR_65873;13/7/2000;0;4;4;6;5;3;5;6;6;1;0;1;72;80;34;1
CR_82855;12/8/2002;0;4;4;6;5;1;0;1;2;1;249;1;72;62;34;1
CR_37248;18/11/1996;0;25;25;9;0;5;6;0;6;1;249;1;103;29;34;1
CR_40638;7/9/1996;0;49;49;6;5;5;6;3;6;1;249;1;103;80;34;1
CR_117993;27/3/2006;0;38;38;10;3;6;4;3;6;1;0;1;12;62;34;1
CR_96865;16/7/2003;0;49;49;6;5;4;2;1;6;1;249;1;92;29;34;1
CR_57100;28/12/1999;0;4;4;6;5;6;4;0;5;1;174;0;112;93;23;1
CR_148524;23/5/2011;7;4;4;6;5;9;8;0;5;1;174;0;110;29;23;1
CR_155627;1/2/2012;0;5;5;3;5;5;6;1;6;1;316;1;92;142;34;1
CR_128682;11/4/2008;0;4;4;6;5;4;2;2;6;1;249;1;72;62;34;1
CR_183242;20/7/2016;0;39;39;6;5;4;2;1;6;1;0;1;72;29;34;1
CR_28945;18/1/1995;0;33;32;2;1;8;3;1;6;1;316;1;112;130;34;1
CR_105045;8/7/2005;1;4;4;6;5;15;10;0;5;1;174;0;112;29;43;1
CR_171315;16/9/2014;0;39;39;6;5;4;2;1;6;1;236;1;59;29;34;1
CR_39326;30/11/1996;1;37;37;0;0;16;12;1;6;1;316;1;12;29;34;1
CR_149274;21/12/2011;0;4;4;6;5;8;3;0;5;1;249;1;103;62;34;1
CR_123426;28/6/2007;0;25;25;9;0;5;6;2;2;1;316;1;72;142;34;1
CR_161881;9/7/2013;1;4;4;6;5;16;12;1;6;1;316;1;87;62;34;1
CR_197672;3/12/2018;7;45;45;10;3;9;8;0;5;1;325;1;112;0;34;1
CR_73979;5/2/2001;7;4;4;6;5;9;8;1;6;1;249;1;112;62;34;1
CR_10232;11/8/1992;0;45;45;10;3;3;5;0;6;1;174;0;103;29;43;1
CR_191373;1/1/2017;0;49;49;6;5;2;7;2;2;2;316;2;103;107;34;1
CR_28296;28/9/1995;0;24;24;0;0;8;3;1;6;1;316;1;112;29;34;1
CR_116324;20/10/2006;0;33;32;2;1;6;4;0;5;1;174;0;112;93;43;1
CR_22450;20/2/1994;1;36;34;2;1;15;10;1;6;1;174;1;92;133;34;1
CR_133515;17/12/2008;0;40;40;2;1;6;4;1;2;1;0;1;112;142;34;1
CR_92473;23/5/2003;0;21;23;4;1;7;1;1;6;1;249;0;103;80;34;1
CR_29435;29/1/1995;0;33;32;2;1;7;1;0;5;1;249;1;103;93;34;1
CR_105849;21/2/2005;0;4;4;6;5;4;2;0;5;1;249;1;116;80;34;1
CR_77088;10/5/2001;1;22;22;7;3;15;10;0;5;1;174;0;112;29;23;1
CR_2304;24/10/1991;0;33;32;2;1;6;4;0;5;1;174;0;112;93;43;1
CR_20897;25/4/1994;0;33;32;2;1;7;1;0;5;1;174;0;92;29;50;1
CR_181439;21/5/2016;0;25;25;9;0;6;4;1;5;6;179;3;103;100;34;0
CR_147355;17/6/2010;0;45;45;10;3;6;4;4;6;1;316;1;72;29;34;1
CR_161307;16/1/2013;0;4;4;6;5;4;2;0;5;1;174;0;110;119;23;1
CR_185043;9/5/2017;0;4;4;6;5;1;0;1;5;1;316;1;92;29;34;1
CR_140510;9/8/2009;0;40;40;2;1;8;3;1;6;1;249;1;103;29;34;1
CR_133342;23/6/2008;0;39;39;6;5;4;2;0;5;1;174;0;92;93;43;1
CR_15548;19/11/1993;0;34;33;3;5;3;5;2;6;1;174;0;103;93;43;1
CR_170636;14/5/2014;0;36;34;2;1;1;0;1;5;1;174;0;103;80;43;1
CR_177982;3/6/2015;0;49;49;6;5;4;2;1;6;1;316;1;103;80;34;1
CR_97035;1/11/2004;0;2;3;10;3;9;8;1;6;1;316;0;103;0;34;1
CR_95858;11/4/2003;0;42;42;7;3;8;3;1;2;1;218;0;34;29;48;1
CR_185083;27/8/2017;0;4;4;6;5;1;0;1;6;1;249;1;103;80;34;1
CR_108561;19/9/2005;0;25;25;9;0;3;5;1;6;1;316;1;98;142;34;1
CR_160476;21/6/2012;0;48;47;4;1;6;4;0;5;1;174;1;103;29;34;1
CR_136134;22/6/2009;0;4;4;6;5;3;5;0;5;1;174;1;103;124;34;1
CR_174920;4/7/2015;0;24;24;0;0;9;8;1;6;1;0;1;103;29;34;1
CR_140293;20/9/2009;0;37;37;0;0;2;7;1;2;1;0;1;72;142;34;1
CR_73940;12/9/2001;0;4;4;6;5;5;6;0;5;1;174;0;72;130;23;1
CR_90157;2/4/2003;0;4;4;6;5;6;4;1;6;1;249;1;98;93;34;1
CR_122324;16/7/2007;0;21;23;4;1;5;6;1;6;2;200;2;103;103;34;0
CR_11112;26/11/1993;0;3;2;3;5;4;2;0;5;1;174;1;103;93;34;1
CR_92061;3/12/2003;7;16;15;0;0;9;8;1;5;1;249;1;112;130;34;1
CR_118261;2/4/2006;0;42;42;7;3;6;4;1;6;1;249;1;103;29;34;1
CR_30607;9/4/1995;0;37;37;0;0;4;2;1;2;1;249;1;103;62;34;1
CR_6906;21/10/1992;0;24;24;0;0;6;4;2;2;3;316;3;72;142;34;1
CR_16848;21/12/1993;0;39;39;6;5;4;2;3;6;1;316;1;72;62;34;1
CR_172999;20/2/2015;0;4;4;6;5;1;0;1;5;1;249;1;92;87;34;1
CR_110971;29/7/2005;1;44;44;1;3;15;10;1;6;1;316;1;72;29;34;1
CR_92591;4/8/2003;0;21;23;4;1;5;6;1;5;1;249;0;103;0;34;1
CR_42176;14/5/1997;1;4;4;6;5;15;10;0;5;2;67;1;72;80;34;0
CR_85917;13/9/2002;1;24;24;0;0;16;12;0;5;1;0;0;72;29;34;1
CR_74169;5/4/2001;0;4;4;6;5;6;4;1;6;1;316;1;112;62;34;1
CR_153161;1/12/2011;0;37;37;0;0;2;7;0;5;1;174;0;92;93;0;1
CR_171191;6/9/2014;0;37;37;0;0;2;7;1;5;1;316;1;103;130;34;1
CR_185522;13/8/2017;0;4;4;6;5;4;2;3;5;1;0;1;116;142;34;1
CR_192752;22/2/2018;0;4;4;6;5;2;7;1;6;1;0;1;30;29;34;1
CR_172204;22/8/2014;1;49;49;6;5;16;12;0;5;1;174;1;103;29;34;1
CR_6120;9/6/1992;0;21;23;4;1;7;1;1;6;1;174;1;103;62;34;1
CR_173909;12/7/2015;1;11;11;7;3;15;10;1;5;1;249;1;18;138;34;1
CR_161852;10/3/2013;0;4;4;6;5;2;7;0;5;1;174;0;18;133;46;1
CR_115813;29/8/2006;1;25;25;9;0;17;11;1;3;1;249;1;87;0;34;1
